topic_id|pid|title|abstract|rel|sr_title
CD011548|14980035|Is routine cholecystectomy required during laparoscopic gastric bypass?|Routine cholecystectomy is often performed at the time of gastric bypass for morbid obesity. The aim of this study was to determine the incidence of gallstone formation requiring cholecystectomy following a laparoscopic Roux-en-Y gastric bypass (LRYGBP).|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|14980035|Is routine cholecystectomy required during laparoscopic gastric bypass?|Routine cholecystectomy is often performed at the time of gastric bypass for morbid obesity. The aim of this study was to determine the incidence of gallstone formation requiring cholecystectomy following a laparoscopic Roux-en-Y gastric bypass (LRYGBP).|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD009323|7866610|Common bile duct exploration: the place of laparoscopic choledochotomy.|Since laparoscopic cholecystectomy was introduced, the treatment of choledocholithiasis has been modified. Preoperative endoscopic retrograde cholangiopancreatography (ERCP) has been performed selectively in elderly patients and in those with a strong suspicion of biliary duct stones (jaundice, demonstrated at ultrasound). Intraoperative discovery of common duct stones at cystic duct cholangiography signifies that they must be removed intraoperatively [or postoperatively by ERPC and endoscopic sphincterotomy (ES)]. As ES has a failure rate of 3-23%, laparoscopic common duct exploration emerges as the treatment of choice. Since November 1990, we have performed 59 laparoscopic common bile duct explorations. In our experience, the transcystic technique (18 patients) with choledochoscopy appears easier to perform than with fluoroscopy without choledochoscopy. Since, during our early experience, we encountered some difficulty with the transcystic technique, we elected to evaluate common duct exploration through a choledochotomy (41 patients). The main advantage of this technique is that it provides complete access to the ductal system without damage to the papilla. This procedure seems more difficult to perform than the transcystic technique and can be used when there are contraindications to the latter.|0|Diagnostic accuracy of laparoscopy following computed tomography (CT) scanning for assessing the resectability with curative intent in pancreatic and periampullary cancer
CD010339|7866610|Common bile duct exploration: the place of laparoscopic choledochotomy.|Since laparoscopic cholecystectomy was introduced, the treatment of choledocholithiasis has been modified. Preoperative endoscopic retrograde cholangiopancreatography (ERCP) has been performed selectively in elderly patients and in those with a strong suspicion of biliary duct stones (jaundice, demonstrated at ultrasound). Intraoperative discovery of common duct stones at cystic duct cholangiography signifies that they must be removed intraoperatively [or postoperatively by ERPC and endoscopic sphincterotomy (ES)]. As ES has a failure rate of 3-23%, laparoscopic common duct exploration emerges as the treatment of choice. Since November 1990, we have performed 59 laparoscopic common bile duct explorations. In our experience, the transcystic technique (18 patients) with choledochoscopy appears easier to perform than with fluoroscopy without choledochoscopy. Since, during our early experience, we encountered some difficulty with the transcystic technique, we elected to evaluate common duct exploration through a choledochotomy (41 patients). The main advantage of this technique is that it provides complete access to the ductal system without damage to the papilla. This procedure seems more difficult to perform than the transcystic technique and can be used when there are contraindications to the latter.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|7866610|Common bile duct exploration: the place of laparoscopic choledochotomy.|Since laparoscopic cholecystectomy was introduced, the treatment of choledocholithiasis has been modified. Preoperative endoscopic retrograde cholangiopancreatography (ERCP) has been performed selectively in elderly patients and in those with a strong suspicion of biliary duct stones (jaundice, demonstrated at ultrasound). Intraoperative discovery of common duct stones at cystic duct cholangiography signifies that they must be removed intraoperatively [or postoperatively by ERPC and endoscopic sphincterotomy (ES)]. As ES has a failure rate of 3-23%, laparoscopic common duct exploration emerges as the treatment of choice. Since November 1990, we have performed 59 laparoscopic common bile duct explorations. In our experience, the transcystic technique (18 patients) with choledochoscopy appears easier to perform than with fluoroscopy without choledochoscopy. Since, during our early experience, we encountered some difficulty with the transcystic technique, we elected to evaluate common duct exploration through a choledochotomy (41 patients). The main advantage of this technique is that it provides complete access to the ductal system without damage to the papilla. This procedure seems more difficult to perform than the transcystic technique and can be used when there are contraindications to the latter.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|7866610|Common bile duct exploration: the place of laparoscopic choledochotomy.|Since laparoscopic cholecystectomy was introduced, the treatment of choledocholithiasis has been modified. Preoperative endoscopic retrograde cholangiopancreatography (ERCP) has been performed selectively in elderly patients and in those with a strong suspicion of biliary duct stones (jaundice, demonstrated at ultrasound). Intraoperative discovery of common duct stones at cystic duct cholangiography signifies that they must be removed intraoperatively [or postoperatively by ERPC and endoscopic sphincterotomy (ES)]. As ES has a failure rate of 3-23%, laparoscopic common duct exploration emerges as the treatment of choice. Since November 1990, we have performed 59 laparoscopic common bile duct explorations. In our experience, the transcystic technique (18 patients) with choledochoscopy appears easier to perform than with fluoroscopy without choledochoscopy. Since, during our early experience, we encountered some difficulty with the transcystic technique, we elected to evaluate common duct exploration through a choledochotomy (41 patients). The main advantage of this technique is that it provides complete access to the ductal system without damage to the papilla. This procedure seems more difficult to perform than the transcystic technique and can be used when there are contraindications to the latter.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|2995653|[Gallbladder pathology in the Ivory Coast. Contribution of ultrasonics].|Ultrasound imaging was first used in the two hospital and university centers of Abidjan in 1983, and findings since then have demonstrated the previously unrecognized frequency and variability of gallbladder affections. Particular conditions of functioning of an ultrasonography department in tropical surroundings are analyzed and ultrasound features of bile stones, cholecystitis and gallbladder cancer described.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|2995653|[Gallbladder pathology in the Ivory Coast. Contribution of ultrasonics].|Ultrasound imaging was first used in the two hospital and university centers of Abidjan in 1983, and findings since then have demonstrated the previously unrecognized frequency and variability of gallbladder affections. Particular conditions of functioning of an ultrasonography department in tropical surroundings are analyzed and ultrasound features of bile stones, cholecystitis and gallbladder cancer described.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|2995653|[Gallbladder pathology in the Ivory Coast. Contribution of ultrasonics].|Ultrasound imaging was first used in the two hospital and university centers of Abidjan in 1983, and findings since then have demonstrated the previously unrecognized frequency and variability of gallbladder affections. Particular conditions of functioning of an ultrasonography department in tropical surroundings are analyzed and ultrasound features of bile stones, cholecystitis and gallbladder cancer described.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|11420481|Patient evaluation and management with selective use of magnetic resonance cholangiography and endoscopic retrograde cholangiopancreatography before laparoscopic cholecystectomy.|To assess the utility of triage guidelines for patients with cholelithiasis and suspected choledocholithiasis, incorporating selective use of magnetic resonance cholangiography (MRC) and endoscopic retrograde cholangiopancreatography (ERCP) before laparoscopic cholecystectomy (LC).|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|11420481|Patient evaluation and management with selective use of magnetic resonance cholangiography and endoscopic retrograde cholangiopancreatography before laparoscopic cholecystectomy.|To assess the utility of triage guidelines for patients with cholelithiasis and suspected choledocholithiasis, incorporating selective use of magnetic resonance cholangiography (MRC) and endoscopic retrograde cholangiopancreatography (ERCP) before laparoscopic cholecystectomy (LC).|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|11420481|Patient evaluation and management with selective use of magnetic resonance cholangiography and endoscopic retrograde cholangiopancreatography before laparoscopic cholecystectomy.|To assess the utility of triage guidelines for patients with cholelithiasis and suspected choledocholithiasis, incorporating selective use of magnetic resonance cholangiography (MRC) and endoscopic retrograde cholangiopancreatography (ERCP) before laparoscopic cholecystectomy (LC).|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|7933852|[Diagnosis and treatment of obstructive jaundice].|The analysis of diagnosis and treatment of 76 patients with obstructive jaundice of different genesis was carried out. In 20 cases, an unloading diagnostic laparoscopic cholecystostomy was created, direct roentgenologic examination of the bile ducts conducted, removal of concrements from the gallbladder by means of a choledochoscope performed. Twenty four patients with choledocholithiasis underwent the radical operation, 23 with jaundice of oncologic genesis-the palliative one. All the patients are alive.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|7933852|[Diagnosis and treatment of obstructive jaundice].|The analysis of diagnosis and treatment of 76 patients with obstructive jaundice of different genesis was carried out. In 20 cases, an unloading diagnostic laparoscopic cholecystostomy was created, direct roentgenologic examination of the bile ducts conducted, removal of concrements from the gallbladder by means of a choledochoscope performed. Twenty four patients with choledocholithiasis underwent the radical operation, 23 with jaundice of oncologic genesis-the palliative one. All the patients are alive.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
