topic_id|num_related|title|abstract|relevant|topic_name
CD011549|11768677|Laparoscopic cholecystectomy and choledocholithotomy in patients with a previous gastrectomy.|An increased incidence of cholelithiasis has been widely reported after truncal vagotomy and after gastric resection. In the early phase of patient selection, previous gastrectomy has been considered a relative contraindication to laparoscopic cholecystectomy (LC). In this study, we examined the management of LC in patients with previous gastrectomy.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|6644659|[Tomodensitometry of severe acute pancreatitis].|90 computed tomographic examinations were performed to 57 patients referred at Hospital Saint-Louis for an acute pancreatitis. 32 patients were operated or autopsied. Among these 32 patients, 19 patients had 21 examinations before surgery or autopsy; the other 13 patients had their computed tomographic examinations after one or more surgical procedures. During a severe acute pancreatitis the pancreas is always large either locally or diffusely. A pancreatic reaction is visible around and possibly at distance of the pancreas. When extraluminal gas is visible (3/5) it signifies gangrenous pancreatitis but it is necessary to eliminate a digestive fistulous tract and/or a communication between a pseudocyst and the digestive tract. Except gangrenous it is not possible to precise the nature of pancreatic reaction. The diagnosis of pseudocyst was easy 9/10, difficult 1/10; we did a false positive diagnosis of pseudocyst. Computed tomography and ultrasounds were compared in ten patients for the search of gallbladder lithiasis. Computed tomography can show large and small (2/4) biliary calculus in the gallbladder that cannot be shown by ultrasounds. A normal pancreas in a normal retroperitoneal space exclude the diagnosis of a severe acute pancreatitis. CT aspects of acute pancreatitis must be considered as a good diagnostic test of an acute pancreatitis.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|6644659|[Tomodensitometry of severe acute pancreatitis].|90 computed tomographic examinations were performed to 57 patients referred at Hospital Saint-Louis for an acute pancreatitis. 32 patients were operated or autopsied. Among these 32 patients, 19 patients had 21 examinations before surgery or autopsy; the other 13 patients had their computed tomographic examinations after one or more surgical procedures. During a severe acute pancreatitis the pancreas is always large either locally or diffusely. A pancreatic reaction is visible around and possibly at distance of the pancreas. When extraluminal gas is visible (3/5) it signifies gangrenous pancreatitis but it is necessary to eliminate a digestive fistulous tract and/or a communication between a pseudocyst and the digestive tract. Except gangrenous it is not possible to precise the nature of pancreatic reaction. The diagnosis of pseudocyst was easy 9/10, difficult 1/10; we did a false positive diagnosis of pseudocyst. Computed tomography and ultrasounds were compared in ten patients for the search of gallbladder lithiasis. Computed tomography can show large and small (2/4) biliary calculus in the gallbladder that cannot be shown by ultrasounds. A normal pancreas in a normal retroperitoneal space exclude the diagnosis of a severe acute pancreatitis. CT aspects of acute pancreatitis must be considered as a good diagnostic test of an acute pancreatitis.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|6644659|[Tomodensitometry of severe acute pancreatitis].|90 computed tomographic examinations were performed to 57 patients referred at Hospital Saint-Louis for an acute pancreatitis. 32 patients were operated or autopsied. Among these 32 patients, 19 patients had 21 examinations before surgery or autopsy; the other 13 patients had their computed tomographic examinations after one or more surgical procedures. During a severe acute pancreatitis the pancreas is always large either locally or diffusely. A pancreatic reaction is visible around and possibly at distance of the pancreas. When extraluminal gas is visible (3/5) it signifies gangrenous pancreatitis but it is necessary to eliminate a digestive fistulous tract and/or a communication between a pseudocyst and the digestive tract. Except gangrenous it is not possible to precise the nature of pancreatic reaction. The diagnosis of pseudocyst was easy 9/10, difficult 1/10; we did a false positive diagnosis of pseudocyst. Computed tomography and ultrasounds were compared in ten patients for the search of gallbladder lithiasis. Computed tomography can show large and small (2/4) biliary calculus in the gallbladder that cannot be shown by ultrasounds. A normal pancreas in a normal retroperitoneal space exclude the diagnosis of a severe acute pancreatitis. CT aspects of acute pancreatitis must be considered as a good diagnostic test of an acute pancreatitis.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|4907900|[Diagnostic value of the combined BSP-indocyanine green test with continuous recording].||0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|4907900|[Diagnostic value of the combined BSP-indocyanine green test with continuous recording].||0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|4907900|[Diagnostic value of the combined BSP-indocyanine green test with continuous recording].||0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|15741017|Biliary tree and cholecyst: post surgery imaging.|Recently, with improvements in surgical techniques there has been a substantial reduction in the incidence of biliary complications of hepatobiliary surgery. Nevertheless, bile duct injuries and other post-cholecystectomy complications are a serious problem and a major cause of morbidity and mortality. Early complications may include bile duct injury caused by mistakenly placed clips, erroneous cutting of bile ducts based on misinterpretation of biliary anatomy, periductal bile leakage that causes edema, fibrosis and secondary stricturing, and ischemia due to injury to the right hepatic artery. Bile duct strictures are the most common of the late complications and can develop a few months or many years after surgery. Early detection and accurate diagnosis have a fundamental importance for the successful treatment of these complications. Therefore, early and meaningful application of the imaging methods immediately after detection of the first symptoms is essential. Peroperative ultrasound and direct iodine contrast application into the biliary tree (operative cholangiography) are highly important for immediate visualization of the complications during surgery. Ultrasound can be used to aid in identification of ductal structures and the cholangiogram should be obtained to document the anatomy. Plain abdominal film could be made in the patients in poor clinical conditions after biliary surgery. Oral cholecystography has largely been replaced by ultrasonography (US) for evaluation of cholelithiasis and complications like post-cholecystectomy fluid collections. The same methodology replaced the conventional intravenous cholangiography. Nowadays computed tomography (CT), endoscopic retrograde cholangiopancreatography (ERCP), magnetic resonance cholangiography (MRCP) and ultrasound (US) have essential roles as primary imaging modalities after biliary tree and gallbladder surgery in the evaluation of associated complications and residual biliary stones. We review the role of the imaging in complications after biliary tree and gallbladder surgery.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|15741017|Biliary tree and cholecyst: post surgery imaging.|Recently, with improvements in surgical techniques there has been a substantial reduction in the incidence of biliary complications of hepatobiliary surgery. Nevertheless, bile duct injuries and other post-cholecystectomy complications are a serious problem and a major cause of morbidity and mortality. Early complications may include bile duct injury caused by mistakenly placed clips, erroneous cutting of bile ducts based on misinterpretation of biliary anatomy, periductal bile leakage that causes edema, fibrosis and secondary stricturing, and ischemia due to injury to the right hepatic artery. Bile duct strictures are the most common of the late complications and can develop a few months or many years after surgery. Early detection and accurate diagnosis have a fundamental importance for the successful treatment of these complications. Therefore, early and meaningful application of the imaging methods immediately after detection of the first symptoms is essential. Peroperative ultrasound and direct iodine contrast application into the biliary tree (operative cholangiography) are highly important for immediate visualization of the complications during surgery. Ultrasound can be used to aid in identification of ductal structures and the cholangiogram should be obtained to document the anatomy. Plain abdominal film could be made in the patients in poor clinical conditions after biliary surgery. Oral cholecystography has largely been replaced by ultrasonography (US) for evaluation of cholelithiasis and complications like post-cholecystectomy fluid collections. The same methodology replaced the conventional intravenous cholangiography. Nowadays computed tomography (CT), endoscopic retrograde cholangiopancreatography (ERCP), magnetic resonance cholangiography (MRCP) and ultrasound (US) have essential roles as primary imaging modalities after biliary tree and gallbladder surgery in the evaluation of associated complications and residual biliary stones. We review the role of the imaging in complications after biliary tree and gallbladder surgery.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|15741017|Biliary tree and cholecyst: post surgery imaging.|Recently, with improvements in surgical techniques there has been a substantial reduction in the incidence of biliary complications of hepatobiliary surgery. Nevertheless, bile duct injuries and other post-cholecystectomy complications are a serious problem and a major cause of morbidity and mortality. Early complications may include bile duct injury caused by mistakenly placed clips, erroneous cutting of bile ducts based on misinterpretation of biliary anatomy, periductal bile leakage that causes edema, fibrosis and secondary stricturing, and ischemia due to injury to the right hepatic artery. Bile duct strictures are the most common of the late complications and can develop a few months or many years after surgery. Early detection and accurate diagnosis have a fundamental importance for the successful treatment of these complications. Therefore, early and meaningful application of the imaging methods immediately after detection of the first symptoms is essential. Peroperative ultrasound and direct iodine contrast application into the biliary tree (operative cholangiography) are highly important for immediate visualization of the complications during surgery. Ultrasound can be used to aid in identification of ductal structures and the cholangiogram should be obtained to document the anatomy. Plain abdominal film could be made in the patients in poor clinical conditions after biliary surgery. Oral cholecystography has largely been replaced by ultrasonography (US) for evaluation of cholelithiasis and complications like post-cholecystectomy fluid collections. The same methodology replaced the conventional intravenous cholangiography. Nowadays computed tomography (CT), endoscopic retrograde cholangiopancreatography (ERCP), magnetic resonance cholangiography (MRCP) and ultrasound (US) have essential roles as primary imaging modalities after biliary tree and gallbladder surgery in the evaluation of associated complications and residual biliary stones. We review the role of the imaging in complications after biliary tree and gallbladder surgery.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|11866270|A population-based cohort study comparing laparoscopic cholecystectomy and open cholecystectomy.|Laparoscopic cholecystectomy (LC) has become a popular alternative to open cholecystectomy (OC). Previous studies comparing outcomes in LC and OC used small selected cohorts of patients and did not control for comorbid conditions that might affect outcome. The aims of this study were to characterize the morbidity, mortality, and costs of LC and OC in a large unselected cohort of patients.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|11866270|A population-based cohort study comparing laparoscopic cholecystectomy and open cholecystectomy.|Laparoscopic cholecystectomy (LC) has become a popular alternative to open cholecystectomy (OC). Previous studies comparing outcomes in LC and OC used small selected cohorts of patients and did not control for comorbid conditions that might affect outcome. The aims of this study were to characterize the morbidity, mortality, and costs of LC and OC in a large unselected cohort of patients.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|11866270|A population-based cohort study comparing laparoscopic cholecystectomy and open cholecystectomy.|Laparoscopic cholecystectomy (LC) has become a popular alternative to open cholecystectomy (OC). Previous studies comparing outcomes in LC and OC used small selected cohorts of patients and did not control for comorbid conditions that might affect outcome. The aims of this study were to characterize the morbidity, mortality, and costs of LC and OC in a large unselected cohort of patients.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|10791226|Doppler sonography in hepatolithiasis: a case report.|"In the treatment of hepatolithiasis, it is important to not only remove all stones and eliminate bile stasis in the biliary tract, but also to remove atrophic hepatic tissue, as such tissue may cause recurrent cholangitis as well as latent cholangiocarcinoma. A 75-year-old woman was diagnosed as having hepatolithiasis with stenosis at the branching of the bile ducts in segment II and segment III by sonography, computed tomography, endoscopic retrograde cholangiography, and magnetic resonance cholangiography. Portograms did not reveal portal branches in segment III but did demonstrate the portal branches in segment II. During the operation, Doppler sonography was done. Doppler sonography did not reveal the portal blood flow in segment III, but did demonstrate a ""to-and-fro"" pattern in the portal branches in segment II, indicating atrophic hepatic tissue with disrupted portal blood flow. Lateral segmentectomy (resection of segments II and III and lithotomy with choledo-chotomy were done. The patient is in good health 2 years 6 months after the operation. Doppler sonography is useful in the detection of disrupted portal blood flow and the diagnosis of hepatic atrophy. This is clearly advantageous in the decision-making about whether to perform a liver resection with hepatolithiasis."|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|10791226|Doppler sonography in hepatolithiasis: a case report.|"In the treatment of hepatolithiasis, it is important to not only remove all stones and eliminate bile stasis in the biliary tract, but also to remove atrophic hepatic tissue, as such tissue may cause recurrent cholangitis as well as latent cholangiocarcinoma. A 75-year-old woman was diagnosed as having hepatolithiasis with stenosis at the branching of the bile ducts in segment II and segment III by sonography, computed tomography, endoscopic retrograde cholangiography, and magnetic resonance cholangiography. Portograms did not reveal portal branches in segment III but did demonstrate the portal branches in segment II. During the operation, Doppler sonography was done. Doppler sonography did not reveal the portal blood flow in segment III, but did demonstrate a ""to-and-fro"" pattern in the portal branches in segment II, indicating atrophic hepatic tissue with disrupted portal blood flow. Lateral segmentectomy (resection of segments II and III and lithotomy with choledo-chotomy were done. The patient is in good health 2 years 6 months after the operation. Doppler sonography is useful in the detection of disrupted portal blood flow and the diagnosis of hepatic atrophy. This is clearly advantageous in the decision-making about whether to perform a liver resection with hepatolithiasis."|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|10791226|Doppler sonography in hepatolithiasis: a case report.|"In the treatment of hepatolithiasis, it is important to not only remove all stones and eliminate bile stasis in the biliary tract, but also to remove atrophic hepatic tissue, as such tissue may cause recurrent cholangitis as well as latent cholangiocarcinoma. A 75-year-old woman was diagnosed as having hepatolithiasis with stenosis at the branching of the bile ducts in segment II and segment III by sonography, computed tomography, endoscopic retrograde cholangiography, and magnetic resonance cholangiography. Portograms did not reveal portal branches in segment III but did demonstrate the portal branches in segment II. During the operation, Doppler sonography was done. Doppler sonography did not reveal the portal blood flow in segment III, but did demonstrate a ""to-and-fro"" pattern in the portal branches in segment II, indicating atrophic hepatic tissue with disrupted portal blood flow. Lateral segmentectomy (resection of segments II and III and lithotomy with choledo-chotomy were done. The patient is in good health 2 years 6 months after the operation. Doppler sonography is useful in the detection of disrupted portal blood flow and the diagnosis of hepatic atrophy. This is clearly advantageous in the decision-making about whether to perform a liver resection with hepatolithiasis."|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|100619|Gray-scale ultrasonic cholecystography. A primary screeing procedure.|The accuracy of ultrasonic cholecystography is well established. However, oral cholecystography remains the primary screening examination. Ultrasonic and oral cholecystograms were performed in 100 consecutive patients to determine if ultrasound could be used as a primary screening procedure, particularly in patients with acute right-upper-quadrant pain, suggestive of acute cholecystitis. Ultrasound compared favorably with oral cholecystography in accuracy and specificity. It was also cost-effective, saving one to two days of hospitalization.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|100619|Gray-scale ultrasonic cholecystography. A primary screeing procedure.|The accuracy of ultrasonic cholecystography is well established. However, oral cholecystography remains the primary screening examination. Ultrasonic and oral cholecystograms were performed in 100 consecutive patients to determine if ultrasound could be used as a primary screening procedure, particularly in patients with acute right-upper-quadrant pain, suggestive of acute cholecystitis. Ultrasound compared favorably with oral cholecystography in accuracy and specificity. It was also cost-effective, saving one to two days of hospitalization.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|100619|Gray-scale ultrasonic cholecystography. A primary screeing procedure.|The accuracy of ultrasonic cholecystography is well established. However, oral cholecystography remains the primary screening examination. Ultrasonic and oral cholecystograms were performed in 100 consecutive patients to determine if ultrasound could be used as a primary screening procedure, particularly in patients with acute right-upper-quadrant pain, suggestive of acute cholecystitis. Ultrasound compared favorably with oral cholecystography in accuracy and specificity. It was also cost-effective, saving one to two days of hospitalization.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|11105701|Reevaluation of spiral CT cholangiography: basic considerations and reliability for detecting choledocholithiasis in 80 patients.|The purpose of this work was to reevaluate the characteristics and diagnostic accuracy of spiral CT cholangiography (CTC) for detecting biliary calculi.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|11105701|Reevaluation of spiral CT cholangiography: basic considerations and reliability for detecting choledocholithiasis in 80 patients.|The purpose of this work was to reevaluate the characteristics and diagnostic accuracy of spiral CT cholangiography (CTC) for detecting biliary calculi.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|11105701|Reevaluation of spiral CT cholangiography: basic considerations and reliability for detecting choledocholithiasis in 80 patients.|The purpose of this work was to reevaluate the characteristics and diagnostic accuracy of spiral CT cholangiography (CTC) for detecting biliary calculi.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|14290984|[HEPATIC DUCT SYNDROME].||0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|14290984|[HEPATIC DUCT SYNDROME].||0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|14290984|[HEPATIC DUCT SYNDROME].||0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|6744208|Carcinoma of the gallbladder with an anomalous connection between the choledochus and the pancreatic duct. Report of 10 cases and review of the literature in Japan.|During the last 8 years, the authors had experience with 10 cases of carcinoma of the gallbladder with an anomalous connection between the choledochus and the pancreatic duct. These cases were studied in reference to age, sex, frequency of gallstones and dilatation of the bile duct, amylase levels in bile, direct cholangiograms, histologic findings, methods of treatment, and prognosis. Histologically, intestinal metaplasia was noticed in cancerous areas and also in noncancerous areas of differentiated adenocarcinomas. These facts suggest that in carcinoma of the gallbladder with this anomaly, reflux and stasis of pancreatic juice in the gallbladder may induce chronic cholecystitis which leads to mucosal metaplasia and, eventually, to differentiated adenocarcinoma.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|6744208|Carcinoma of the gallbladder with an anomalous connection between the choledochus and the pancreatic duct. Report of 10 cases and review of the literature in Japan.|During the last 8 years, the authors had experience with 10 cases of carcinoma of the gallbladder with an anomalous connection between the choledochus and the pancreatic duct. These cases were studied in reference to age, sex, frequency of gallstones and dilatation of the bile duct, amylase levels in bile, direct cholangiograms, histologic findings, methods of treatment, and prognosis. Histologically, intestinal metaplasia was noticed in cancerous areas and also in noncancerous areas of differentiated adenocarcinomas. These facts suggest that in carcinoma of the gallbladder with this anomaly, reflux and stasis of pancreatic juice in the gallbladder may induce chronic cholecystitis which leads to mucosal metaplasia and, eventually, to differentiated adenocarcinoma.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|6744208|Carcinoma of the gallbladder with an anomalous connection between the choledochus and the pancreatic duct. Report of 10 cases and review of the literature in Japan.|During the last 8 years, the authors had experience with 10 cases of carcinoma of the gallbladder with an anomalous connection between the choledochus and the pancreatic duct. These cases were studied in reference to age, sex, frequency of gallstones and dilatation of the bile duct, amylase levels in bile, direct cholangiograms, histologic findings, methods of treatment, and prognosis. Histologically, intestinal metaplasia was noticed in cancerous areas and also in noncancerous areas of differentiated adenocarcinomas. These facts suggest that in carcinoma of the gallbladder with this anomaly, reflux and stasis of pancreatic juice in the gallbladder may induce chronic cholecystitis which leads to mucosal metaplasia and, eventually, to differentiated adenocarcinoma.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|9785652|[Diagnostic procedure in cholecystolithiasis. Diagnostic approach, repeat examinations and (incidental) findings].|"If non-surgical methods are to be taken into account in the therapeutic decision-making process in cholecystolithiasis, an expanded diagnostic work-up including not only stone parameters but also gallbladder function, is needed. In 2270 patients (1649 women, 621 men; age: 47.2 +/- 14 years) with (suspected) ""cholecystolithiasis"" attending the special gallstone outpatient clinic at a university medical department within a period of 5 years the diagnostic procedures most commonly used in both the doctor's office and hospital were abdominal ultrasonography (52%/78%), laboratory investigations (28%/39%) and plain films of the biliary tract (27%/39%). In the doctor's office gallbladder function testing took the form of an cholecystogram (17% of the patients); in the hospital ultrasonography to determine gallbladder contractility (38%). With decreasing frequency, the following additional procedures were carried out (office/hospital): CT 3%/19%, esophagogastroduodenoscopy 7%/3%, intravenous cholegram 6%/0.6%, abdominal X-ray 1%/0.4%, ERCP 1%/0.4%, chest X-ray 0.8%/1.6%. Duplicated examinations showed a relevant frequency only for ultrasonography (39% of the cases), laboratory investigations (18%) and plain films of the gallbladder (4%). Pathologic secondary findings were established in 22% of the cases."|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|9785652|[Diagnostic procedure in cholecystolithiasis. Diagnostic approach, repeat examinations and (incidental) findings].|"If non-surgical methods are to be taken into account in the therapeutic decision-making process in cholecystolithiasis, an expanded diagnostic work-up including not only stone parameters but also gallbladder function, is needed. In 2270 patients (1649 women, 621 men; age: 47.2 +/- 14 years) with (suspected) ""cholecystolithiasis"" attending the special gallstone outpatient clinic at a university medical department within a period of 5 years the diagnostic procedures most commonly used in both the doctor's office and hospital were abdominal ultrasonography (52%/78%), laboratory investigations (28%/39%) and plain films of the biliary tract (27%/39%). In the doctor's office gallbladder function testing took the form of an cholecystogram (17% of the patients); in the hospital ultrasonography to determine gallbladder contractility (38%). With decreasing frequency, the following additional procedures were carried out (office/hospital): CT 3%/19%, esophagogastroduodenoscopy 7%/3%, intravenous cholegram 6%/0.6%, abdominal X-ray 1%/0.4%, ERCP 1%/0.4%, chest X-ray 0.8%/1.6%. Duplicated examinations showed a relevant frequency only for ultrasonography (39% of the cases), laboratory investigations (18%) and plain films of the gallbladder (4%). Pathologic secondary findings were established in 22% of the cases."|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|9785652|[Diagnostic procedure in cholecystolithiasis. Diagnostic approach, repeat examinations and (incidental) findings].|"If non-surgical methods are to be taken into account in the therapeutic decision-making process in cholecystolithiasis, an expanded diagnostic work-up including not only stone parameters but also gallbladder function, is needed. In 2270 patients (1649 women, 621 men; age: 47.2 +/- 14 years) with (suspected) ""cholecystolithiasis"" attending the special gallstone outpatient clinic at a university medical department within a period of 5 years the diagnostic procedures most commonly used in both the doctor's office and hospital were abdominal ultrasonography (52%/78%), laboratory investigations (28%/39%) and plain films of the biliary tract (27%/39%). In the doctor's office gallbladder function testing took the form of an cholecystogram (17% of the patients); in the hospital ultrasonography to determine gallbladder contractility (38%). With decreasing frequency, the following additional procedures were carried out (office/hospital): CT 3%/19%, esophagogastroduodenoscopy 7%/3%, intravenous cholegram 6%/0.6%, abdominal X-ray 1%/0.4%, ERCP 1%/0.4%, chest X-ray 0.8%/1.6%. Duplicated examinations showed a relevant frequency only for ultrasonography (39% of the cases), laboratory investigations (18%) and plain films of the gallbladder (4%). Pathologic secondary findings were established in 22% of the cases."|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|3604961|Erythrocyte fatty acid composition and gallstone disease: results of an epidemiological survey.|Within a cross-sectional study on the epidemiology of gallstone disease (GD) and its related factors, relation of GD to habitual dietary fat types has been investigated. Gallbladder status was assessed by ultrasound; fatty acid composition of the habitual diet was estimated by GLC of erythrocyte fatty acids. No differences in erythrocyte fatty acid composition were observed between women without gallstones, women with gallstones (aware and unaware of their condition), and women who had cholecystectomies. Multivariate analysis, including other diet-dependent and gallstone-related variables, showed no significant association between erythrocyte fatty acids and risk for gallstones. However, raised erythrocyte linoleic:saturated ratio was associated with increased risk for gallstones only in women with very low serum triglycerides. This latter finding needs further confirmation and is presently unexplainable. Our results suggest that dietary fatty acids do not play a major role in GD.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|3604961|Erythrocyte fatty acid composition and gallstone disease: results of an epidemiological survey.|Within a cross-sectional study on the epidemiology of gallstone disease (GD) and its related factors, relation of GD to habitual dietary fat types has been investigated. Gallbladder status was assessed by ultrasound; fatty acid composition of the habitual diet was estimated by GLC of erythrocyte fatty acids. No differences in erythrocyte fatty acid composition were observed between women without gallstones, women with gallstones (aware and unaware of their condition), and women who had cholecystectomies. Multivariate analysis, including other diet-dependent and gallstone-related variables, showed no significant association between erythrocyte fatty acids and risk for gallstones. However, raised erythrocyte linoleic:saturated ratio was associated with increased risk for gallstones only in women with very low serum triglycerides. This latter finding needs further confirmation and is presently unexplainable. Our results suggest that dietary fatty acids do not play a major role in GD.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|3604961|Erythrocyte fatty acid composition and gallstone disease: results of an epidemiological survey.|Within a cross-sectional study on the epidemiology of gallstone disease (GD) and its related factors, relation of GD to habitual dietary fat types has been investigated. Gallbladder status was assessed by ultrasound; fatty acid composition of the habitual diet was estimated by GLC of erythrocyte fatty acids. No differences in erythrocyte fatty acid composition were observed between women without gallstones, women with gallstones (aware and unaware of their condition), and women who had cholecystectomies. Multivariate analysis, including other diet-dependent and gallstone-related variables, showed no significant association between erythrocyte fatty acids and risk for gallstones. However, raised erythrocyte linoleic:saturated ratio was associated with increased risk for gallstones only in women with very low serum triglycerides. This latter finding needs further confirmation and is presently unexplainable. Our results suggest that dietary fatty acids do not play a major role in GD.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|10052813|Late biliary complications in pediatric liver transplantation.|The aim of this study was to review the biliary complications occurring in late follow-up after liver transplantation in children.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|10052813|Late biliary complications in pediatric liver transplantation.|The aim of this study was to review the biliary complications occurring in late follow-up after liver transplantation in children.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|10052813|Late biliary complications in pediatric liver transplantation.|The aim of this study was to review the biliary complications occurring in late follow-up after liver transplantation in children.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|3048958|[Piezoelectric lithotripsy of gallstones. Initial clinical experiences].|Piezoelectric lithotripsy was undertaken on 50 patients with gallbladder stones, none of them requiring anaesthesia, analgetics or sedatives. Stone fragmentation was achieved in all patients during the first treatment. In 44 patients the maximum fragment size was less than 50% of the initial stone diameter. The mean maximum fragment size after the first treatment was 4.3 mm (+/- 3.3 mm). After a follow-up of 0-2 months in 14 of the 50 patients and of 2-4 months in 6 of 13 patients, no more stones could be seen by ultrasonography. After an average period of 8 weeks, 17 of 50 patients were free of stones. Piezoelectric lithotripsy did not have any severe side effects besides a mild pancreatitis in one patient.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|3048958|[Piezoelectric lithotripsy of gallstones. Initial clinical experiences].|Piezoelectric lithotripsy was undertaken on 50 patients with gallbladder stones, none of them requiring anaesthesia, analgetics or sedatives. Stone fragmentation was achieved in all patients during the first treatment. In 44 patients the maximum fragment size was less than 50% of the initial stone diameter. The mean maximum fragment size after the first treatment was 4.3 mm (+/- 3.3 mm). After a follow-up of 0-2 months in 14 of the 50 patients and of 2-4 months in 6 of 13 patients, no more stones could be seen by ultrasonography. After an average period of 8 weeks, 17 of 50 patients were free of stones. Piezoelectric lithotripsy did not have any severe side effects besides a mild pancreatitis in one patient.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|3048958|[Piezoelectric lithotripsy of gallstones. Initial clinical experiences].|Piezoelectric lithotripsy was undertaken on 50 patients with gallbladder stones, none of them requiring anaesthesia, analgetics or sedatives. Stone fragmentation was achieved in all patients during the first treatment. In 44 patients the maximum fragment size was less than 50% of the initial stone diameter. The mean maximum fragment size after the first treatment was 4.3 mm (+/- 3.3 mm). After a follow-up of 0-2 months in 14 of the 50 patients and of 2-4 months in 6 of 13 patients, no more stones could be seen by ultrasonography. After an average period of 8 weeks, 17 of 50 patients were free of stones. Piezoelectric lithotripsy did not have any severe side effects besides a mild pancreatitis in one patient.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|16311870|Mirizzi syndrome: ten years experience from a teaching hospital in Riyadh.|Mirizzi syndrome (MS) is an uncommon presentation of cholelithiasis. This study aims to find the incidence and analyze the outcome of management of this condition at Riyadh Medical Complex (RMC) with particular reference to diagnostic methods and outcome of surgical treatment.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|16311870|Mirizzi syndrome: ten years experience from a teaching hospital in Riyadh.|Mirizzi syndrome (MS) is an uncommon presentation of cholelithiasis. This study aims to find the incidence and analyze the outcome of management of this condition at Riyadh Medical Complex (RMC) with particular reference to diagnostic methods and outcome of surgical treatment.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|16311870|Mirizzi syndrome: ten years experience from a teaching hospital in Riyadh.|Mirizzi syndrome (MS) is an uncommon presentation of cholelithiasis. This study aims to find the incidence and analyze the outcome of management of this condition at Riyadh Medical Complex (RMC) with particular reference to diagnostic methods and outcome of surgical treatment.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
